SONIKA	ಸೋನಿಕಾ
KHAGADIA	ಖಗಾಡಿಯಾ
AMAATULLAH	ಅಮಾತುಲ್ಲಾ
Meenaa	ಮೀನಾ
CHATTHA	ಚಥ್ಥಾ
THAR	ಥಾರ್
Burrows	ಬರ್ರೋಸ್
AKMAAL	ಅಕ್ಮಾಲ್
VRAHASPATIVAAR	ವೃಹಸ್ಪತಿವಾರ್
KAS	ಕಾಸ್
Laharen	ಲಹರೇ
CUTHBERT	ಕತ್ಬರ್ಟ್
BANCO DO BRASIL	ಬಾಂಕೋ ಡೊ ಬ್ರಾಸಿಲ್
TULUM	ಟುಲುಮ್
TULUM	ತುಲುಮ್
DEV KUMAR	ದೇವ್ ಕುಮಾರ್
SARWARI	ಸಾರ್ವರಿ
KATAVI KILIMANJARO	ಕಟಾವಿ ಕಿಲಿಮಂಜಾರೋ
GARWA ROAD	ಗರ್ವಾ ರೋಡ್
TAKEDA AWARD	ತಕೇಡಾ ಅವಾರ್ಡ್
SHABNAM	ಶಬನಮ್
HOCHTEIF	ಹಾಚ್‌ಟಿಫ್
MIKE BREARLEY	ಮೈಕ್ ಬಿಯರ್ಲಿ
Bandura	ಬಂಡುರಾ
ELLARD	ಎಲಾರ್ಡ್
HANFA	ಹನ್ಫಾ
Bitasok	ಬಿಟಾಸೋಕ್
VENICE	ವೆನಿಸ್
VENICE	ವೆನೀಸ್
NICHOLAS APPERT AWARD	ನಿಕೋಲಾಸ್ ಆಪರ್ಟ್ ಅವಾರ್ಡ್
MOHABBAT KE DUSHMAN	ಮೊಹಬ್ಬತ್ ಕೆ ದುಶ್ಮನ್
AAKHRI MUQABLA	ಅಖಿರಿ ಮುಕಾಬಲಾ
THOMAS	ಥಾಮಸ್
STADDON FORT	ಸ್ಟ್ಯಾಡನ್ ಫೋರ್ಟ್
DONAL	ಡೋನಲ್
BAJAJ HINDUSTAN	ಬಜಾಜ್ ಹಿಂದೂಸ್ತಾನ್
KARATE	ಕರಾಟೆ
JULY	ಜುಲೈ
Ehren	ಎಹ್ರಿನ್
FORT DONELSON	ಫೋರ್ಟ್ ಡೊನೆಲ್ಸನ್
SAINT OLAVS MEDAL WITH OAK BRANCH	ಸೇಂಟ್ ಒಲಾವ್ಸ್ ಮೆಡಲ್ ವಿತ್ ಓಕ್ ಬ್ರ್ಯಾಂಚ್
KARALE	ಕರಾಲೆ
DEVGIRI FORT	ದೇವಗಿರಿ ಫೋರ್ಟ್
SABIC	ಸಬಿಕ್
Warwah	ವರವಾಹ್
KISMAT KI KASAUTI	ಕಿಸ್ಮತ್ ಕಿ ಕಸೌತಿ
UNIVERSITY OF GLAMORGAN	ಯುನಿವರ್ಸಿಟಿ ಆಫ್ ಗ್ಲಾಮರ್ಗನ್
MASTAN	ಮಸ್ತಾನ್
Promethium	ಪ್ರೊಮೆಥಿಯಂ
MACDONALD	ಮ್ಯಾಕ್ ಡೊನೆಲ್
RATANALAAL	ರತನ್‌ಲಾಲ್
HUMSAFAR	ಹಮ್‌ಸಫರ್
PRESIDENT	ಪ್ರೆಸಿಡೆಂಟ್
IMAN	ಇಮಾನ್
SANDESH	ಸಂದೇಶ್
STATE BANK OF INDORE	ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್ ಆಫ್ ಇಂದೋರ್
HOPKINS	ಹಾಪ್ಕಿನ್ಸ್
COROMANDAL FERTILISERS	ಕೋರಮಂಡಲ್ ಫರ್ಟಿಲೈಸರ್ಸ್
ERZHERZOG FRIEDRICH	ಎಜರ್‌ಜೋಗ್ ಫ್ರೆಡ್ರಿಚ್
ALEXANDER THE GREAT	ಅಲೆಕ್ಸಾಂಡರ್ ದಿ ಗ್ರೇಟ್
SUPRITI	ಸುಪ್ರೀತಿ
BALTIC	ಬಾಲ್ಟಿಕ್
DHARMA	ಧರ್ಮಾ
CHHATTISGARH	ಚತ್ತೀಸ್‌ಗಢ
RIZWAN	ರಿಜ್ವಾನ್
MASHRAFE MORTAZA	ಮಶ್ರೇಪ್ ಮೊರ್ಟಾಜಾ
JOHN MAGUIRE	ಜಾನ್ ಮಾಗುರ್
MADPURI	ಮಾದ್‌ಪುರಿ
HORSE SAND FORT	ಹಾರ್ಸ್ ಸ್ಯಾಂಡ್ ಫೋರ್ಟ್
CHAND	ಚಂದ್
CHAND	ಚಾಂದ್
MOHABBAT	ಮೊಹಬ್ಬತ್
ALGIERS	ಅಲ್ಜೀರ್ಸ್
PILANI	ಪಿಲಾನಿ
RAD	ರೆಡ್
GUILIAINE	ಗುಯಿಲಿಯೆನ್
SHER KA PUNJA	ಶೇರ್ ಕಾ ಪಂಜಾ
JAD	ಜದ್
PRESIDENTIAL MEDAL OF FREEDOM	ಪ್ರೆಸಿಡೆನ್ಶಿಯಲ್ ಮೆಡಲ್ ಆಫ್ ಫ್ರೀಡಂ
PAWASKAR	ಪಾವಸ್ಕರ್
Raaseshvaree	ರಾಸೇಶ್ವರೀ
ISAURA	ಇಸಾರಾ
VEVAY	ವೆವೆ
BAD	ಬಾದ್
NAAG MERE SATHI	ನಾಗ್ ಮೇರಿ ಸಾಥಿ
RAAHI	ರಾಹಿ
MAA BETA	ಮಾ ಬೇಟಾ
SEVARAM	ಸೇವಾರಾಮ್
AANANDINI	ಆನಂದಿನಿ
TSAVO EAST	ಸಾವೋ ಈಸ್ಟ್
ARQAM	ಅರ್ಕಾಮ್
FREDRICA	ಫ್ರೆಡ್ರಿಕಾ
SAMANDARON KI MALIKA	ಸಮಂದರೋ ಕಿ ಮಲಿಕಾ
PANDIT JASRAJ	ಪಂಡಿತ್ ಜಸರಾಜ್
PIR GHAIB GHARA NO 1	ಪಿರ್ ಘಾಯಿಬ್ ಘಾರಾ ನ 1
PRAYASHCHIT	ಪ್ರಾಯಶ್ಚಿತ್
CHINA'S GREAT WALL MUSEUM	ಚೈನಾಸ್ ಗ್ರೇಟ್ ವಾಲ್ ಮ್ಯೂಸಿಯಂ
INTL BUSINESS MACHINES	ಇಂಟರ್ನ್ಯಾಷನಲ್ ಬ್ಯುಸಿನೆಸ್ ಮೆಶಿನ್ಸ್
ANDROS MUSEUM OF MODERN ART	ಆಂಡ್ರೋಸ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಮಾಡ್ರನ್ ಆರ್ಟ್
Keelia	ಕೀಲಿಯಾ
Chandigarh	ಚಂಡೀಗಡ್
Chandigarh	ಚಂದೀಗಢ
Chandigarh	ಚಂಡೀಗಢ್
GODEL	ಗೋಡೆಲ್
YADU	ಯಾದು
AYACHIT	ಆಯಾಚಿತ್
CEPSA	ಸೆಪ್ಸಾ
ARMAND HAMMER	ಅರ್ಮಾಂಡ್ ಹ್ಯಾಮರ್
Malhan	ಮಲಹಾನ್
BAKHTARI	ಬಖ್ತಾರಿ
BHAPA	ಭಾಪಾ
TAYSIR	ತಾಯ್ಸಿರ್
PATALE CHANGO	ಪಟಾಲೆ ಚಾಂಗೋ
ROLANDO	ರೊಲ್ಯಾಂಡೊ
TALWARKAR	ತಲ್ವಾರ್‌ಕರ್
PAKHEWAL	ಪಖೇವಾಲ್
MURIEL	ಮೌರಿಲ್
Aashiq	ಆಶಿಕ್
PRIYAMVADA	ಪ್ರಿಯಂವದ
PETER UEBERROTH	ಪೀಟರ್ ಯೂಬರೋತ್
SHOTA RUSTAVELI STATE PRIZE	ಶೋಟಾ ರುಸ್ಟಾವೆಲಿ ಸ್ಟೇಟ್ ಪ್ರೈಜ್
FANISH	ಫಣೀಶ್
BUCHAREST	ಬುಚಾರೆಸ್ಟ್
BOMBAY TALKIES	ಬಾಂಬೆ ಟಾಕಿಸ್
ORDER OF LEOPOLD	ಆರ್ಡರ್ ಆಫ್ ಲಿಯೋಪೊಲ್ಡ್
BUSINESS STANDARD	ಬಿಜನೆಸ್ ಸ್ಟಾಂಡರ್ಡ್
STYLES	ಸ್ಟೈಲ್ಸ್
DIABLO	ಡಯಾಬ್ಲೋ
Gora	ಗೋರಾ
SELAQUI WORLD SCHOOL, DEHRADUN	ಸೆಲಾಕಿ ವರ್ಲ್ಡ್ ಸ್ಕೂಲ್, ಡೆಹ್ರಾಡೂನ್
RANGOLI	ರಂಗೋಲಿ
DAINIK AGRADOOT	ದೈನಿಕ್ ಅಗ್ರದೂತ್
ALLAHABAD JUNCTION	ಅಲಹಾಬಾದ್ ಜಂಕ್ಷನ್
ABHIRUP	ಅಭಿರೂಪ
Jubilant	ಜ್ಯುಬಿಲಿಯಂಟ್
WARDAH	ವರ್ಧಾ
BADRIYAH	ಬದ್ರಿಯಾ
MOLIER	ಮೋಲಿಯರ್
ALLAYNA	ಅಲ್ಲಾಯ್ನಾ
DEVON	ಡೇವನ್
JUNAGARH	ಜುನಾಗರ್
MCANDREW	ಮ್ಯಾಕೆಡ್ರ್ಯು
NORWOOD	ನಾರ್ವುದ್
BUKIT BARISAN SELATAN	ಬುಕಿತ್ ಬರಿಸನ್ ಸೆಲತಾನ್
DONNEL	ಡೊನೆಲ್
Amarashree	ಅಮರಶ್ರೀ
ANAKIN	ಅನಾಕಿನ್
White	ವೈಟ್
CHARLES	ಚಾರ್ಲ್ಸ್
PHIR AAYEE BARSAT	ಫಿರ್ ಆಯಿ ಬರಸಾತ್
HUMRAAZ	ಹಮರಾಜ್
WALTER CRONKITE	ವಾಲ್ಟರ್ ಕ್ರೋನ್ಕೈಟ್
BALAVIR	ಬಲವೀರ
YASHOMATI	ಯಶೋಮತಿ
DELRAN FIRST UNITED METHODIST	ಡೆಲ್‌ರನ್ ಫಸ್ಟ್ ಯುನೈಟೆಡ್ ಮೇಥೋಡಿಸ್ಟ್
MRINMAYI	ಮೃಣ್ಮಯಿ
Calla	ಕಾಲಾ
SANCHI STUPA	ಸಾಂಚಿ ಸ್ತೂಪ
DUER	ಡುವರ್
Tanuja	ತನುಜಾ
PRAHLAD	ಪ್ರಹ್ಲಾದ್
WALI	ವಲೀ
AHINDRA	ಅಹೀಂದ್ರ
Svarnbhooshan	ಸ್ವರ್ಣಭೂಷಣ್
INSTRUMENTS	ಇನ್‌ಸ್ಟ್ರುಮೆಂಟ್ಸ್
KALI	ಕಾಳಿ
AMIT	ಅಮಿತ್
SOFIA	ಸೋಫಿಯಾ
CHARITA	ಚರಿತಾ
SCHOCK PRIZE IN MATHEMATICS	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ಮ್ಯಾಥಮೆಟಿಕ್ಸ್
LORELEI	ಲೋರೆಲೈ
COSTA RICA	ಕೋಸ್ಟಾ ರಿಕಾ
Vishnumaya	ವಿಷ್ಣುಮಯ
GURUDWARA GAOO GHAT	ಗುರುದ್ವಾರ ಗಾವೋ ಘಾಟ್
NEW TAVERN FORT	ನ್ಯೂ ಟವರ್ನ್ ಫೋರ್ಟ್
LIPI	ಲಿಪಿ
ULKA	ಉಲ್ಕಾ
HOLIKA	ಹೋಲಿಕಾ
VIDULA	ವಿದುಲಾ
GOURIE	ಗೌರೀ
SEW SHIVNARINE	ಶಿವ್ ಶಿವನಾರಾಯಣ್
Chizarira	ಚಿಜಾರಿಯಾ
BRASSCHAET FORT	ಬ್ರ್ಯಾಸ್‌ಚೆಟ್ ಫೋರ್ಟ್
GOURDE	ಗಾರ್ಡಿ
FARRUKH	ಫಾರ್ರುಖ್
MOHAMMAD ASIF	ಮೊಹಮ್ಮದ್ ಆಸಿಫ್
TRACI	ಟ್ರೇಸಿ
KYLE MILLS	ಕೈಲ್ ಮಿಲ್ಲಿಸ್
GURUDWARA MAAL TEKRI	ಗುರುದ್ವಾರ ಮಾಲ್ ಟೇಕ್ರಿ
GARY KIRSTEN	ಗ್ಯಾರಿ ಕರ್ಸ್ಟನ್
MUHAJIR	ಮುಹಾಜಿರ್
GUAJIRA	ಗೌಜೀರಾ
LENA RIVER	ಲೇನಾ ರಿವರ್
TRAIN DACOITY	ಟ್ರೇನ್ ಡಕಾಯ್ತಿ
TEGAN	ಟೇಗನ್
MAIN TERA DUSHMAN	ಮೈ ತೇರಾ ದುಶ್ಮನ್
GAURIKA	ಗೌರಿಕಾ
NOCIL	ನಾಸಿಲ್
AB AAYEGA MAZAA	ಅಬ್ ಆಯೆಗಾ ಮಝಾ
DAHANU ROAD	ದಹಾನು ರೋಡ್
MADANIYAH	ಮದನಿಯಾ
SANYOGITA	ಸಂಯೋಗಿತಾ
MEGHANAAD	ಮೇಘನಾದ
CHILDREN'S MUSEUM OF MANHATTAN	ಚಿಲ್ಡ್ರನ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಮ್ಯಾನ್‌ಹಟನ್
BERYLLIUM	ಬೆರೀಲಿಯಂ
AJWAD	ಅಜ್ವಡ್
Mohal	ಮೊಹಲ್
ROJ KENNEDY	ರೋಜ್ ಕೆನೆಡಿ
TUBE INVESTMENT	ಟ್ಯೂಬ್ ಇನ್‌ವೆಸ್ಟ್‌ಮೆಂಟ್
KULAVANT	ಕುಲವಂತ
GAYE	ಗಾಯೆ
Gogameri	ಗೋಗಾಮೆರೀ
SAN FRANCISCO	ಸ್ಯಾನ್ ಫ್ರಾನ್ಸಿಸ್ಕೋ
SHANTHI	ಶಾಂತಿ
KARTIKEYA	ಕಾರ್ತಿಕೇಯ
NOTTINGHAM TRENT UNIVERSITY	ನಾಟಿಂಗ್‌ಹ್ಯಾಂ ಟ್ರೆಂಟ್ ಯುನಿವರ್ಸಿಟಿ
SAMIKSHA	ಸಮೀಕ್ಷಾ
BANFF	ಬನ್ಫ್
AAG AANDHI AUR TOOFAN	ಆಗ್ ಆಂಧಿ ಔರ್ ತೂಫಾನ್
SHARAFAT	ಶರಾಫತ್
SIROHI	ಸಿರೋಹಿ
ACHARYSUTA	ಆಚಾರ್ಯಸುತ
SALT RIVER	ಸಾಲ್ಟ್ ರಿವರ್
URWAH	ಊರ್ವಾ
CIPLA	ಸಿಪ್ಲಾ
AKSHITAA	ಅಕ್ಷಿತಾ
KOBE STEEL	ಕೋಬ್ ಸ್ಟೀಲ್
IRMA	ಇರ್ಮಾ
TERRENCE	ಟೆರೆನ್ಸ್
KOLINA	ಕೊಲಿನಾ
LAUDERDALE	ಲಾಡರ್‌ಡೆಲ್
LEPANTO	ಲೆಪಾಂಟೊ
LUKAYAN CAVERNS	ಲುಕಾಯನ್ ಕೇವರ್ನ್ಸ್
BAALMANI	ಬಾಲಮಣಿ
OZAAFAR	ಓಜಾಫರ್
SANJEEVA	ಸಂಜೀವ
MAWSIL	ಮಾವಸಿಲ್
SHAFEE	ಶಫೀ
QANOUN	ಕಾನೌನ್
CABO ORANGE	ಕ್ಯಾಬೊ ಆರೆಂಜ್
Nashwa	ನಶ್ವಾ
Parmameshwar	ಪರಮೇಶ್ವರ
CESAR	ಕೇಸರ್
RICHELLE	ರಿಶೋಲ್
KALA DHANDHA GOREY LOG	ಕಾಲಾ ಧಂಧಾ ಗೋರೆ ಲೋಗ್
PANNALAL GHOSH	ಪನ್ನಾಲಾಲ್ ಘೋಷ್
ARAFAT	ಅರಾಫತ್
MOSQUITOS	ಮಾಸ್ಕ್ವಿಟೋಸ್
AAS KA PANCHHI	ಆಸ್ ಕಾ ಪಂಛೀ
EUROPE	ಯೂರೋಪ್
OOPERWALA JANE	ಊಪರವಾಲಾ ಜಾನೆ
ALAN MULLALLY	ಅಲನ್ ಮುಲ್ಲಾಲಿ
OKLAHOMA CITY	ಒಕ್ಲಹೋಮಾ ಸಿಟಿ
CHHIPADOHAR	ಛಿಪಾದೋಹರ್
MURALI KARTIK	ಮುರುಳಿ ಕಾರ್ತಿಕ್
VIJAYNAGAR	ವಿಯಜನಗರ್
DEPALSAR	ದೆಫಲಸರ್
GULEDAGUDDA ROAD	ಗುಲೇದಗುಡ್ಡ ರೋಡ್
NAGINDER	ನಗಿಂದರ್
NAGINDER	ನಗೀಂದರ್
SUMANTRA	ಸುಮಂತ್ರಾ
CHANDRASHEKHAR AZAD	ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್
GHAR KI LAAJ	ಘರ್ ಕಿ ಲಾಜ್
BHAGWANTROOP	ಭಗವಂತ್‌ರೂಪ
FARHAN ADIL	ಫರಾನ್ ಅದಿಲ್
SIKANDAR-E-AZAM	ಸಿಕಂದರ್-ಎ-ಆಜಮ್
AJAATSHATRU	ಅಜಾತ್‌ಶತ್ರು
OPEN DOOR BAPTIST	ಓಪನ್ ಡೋರ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
KUTHARAIYAR RESERVOIR	ಕುಥಾರಾಯರ್ ರಿಜರ್ವಾಯರ್
Aristophanes	ಅರಿಸ್ಟೋಫನೇಸ್
SELENA	ಸೆಲೆನಾ
CROSS COUNTRY	ಕ್ರಾಸ್ ಕಂಟ್ರಿ
NIGHT BIRD	ನೈಟ್ ಬರ್ಡ್
CHAKKAR PE CHAKKAR	ಚಕ್ಕರ್ ಪೆ ಚಕ್ಕರ್
JACQUES MARCHAIS MUSEUM OF TAIBAN ART	ಜಾಕ್ಸ್ ಮಾರ್ಕೆಸ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ತೈಬನ್ ಆರ್ಟ್
MARJANAH	ಮರ್ಜನಾ
FESTUNG	ಫೆಸ್ತುಂಗ್
ARTAH	ಆರ್ತಾ
PRICKETT'S FORT	ಪ್ರಿಕೆಟ್ಸ್ ಫೋರ್ಟ್
AYODHYA	ಅಯೋಧ್ಯಾ
AYODHYA	ಅಯೋಧ್ಯೆ
NANDISH	ನಂದೀಶ್
KARPE	ಕರ್ಪೆ
KHIMSAR	ಕ್ಹಿಮ್‌ಸಾರ್
NITHAR	ನಿಥರ್
ALLAUDIN KA CHIRAG	ಅಲಾವುದ್ದೀನ್ ಕಾ ಚಿರಾಗ್
LOKAYAN	ಲೋಕಯಾನ್
BHARTIYA	ಭಾರತೀಯ
MOTILAL	ಮೋತಿಲಾಲ್
MUGDHA	ಮುಗ್ಧಾ
GURUDWARA DERA BABA DEEP SINGH	ಗುರುದ್ವಾರ ದೇರಾ ಬಾಬಾ ದೀಪ್ ಸಿಂಗ್
AKALGADIYA	ಅಕಲ್‌ಗಡಿಯಾ
MULSHI DAM	ಮುಲ್ಶೀ ಡ್ಯಾಮ್
ACHAARYANANDAN	ಆಚಾರ್ಯನಂದನ್
MEGAN	ಮೇಗನ್
ARVIN	ಆರ್ವಿನ್
PAAP KA ANTH	ಪಾಪ್ ಕಾ ಅಂತ್
Rabbani	ರಬ್ಬಾನಿ
Ertbrand	ಎರ್ಟ್‌ಬ್ರಾಂಡ್
Nick	ನಿಕ್
Karandikar	ಕರಂಡೀಕರ್
Laud	ಲೌಡ್
ITIMAD	ಇತಿಮಾದ್
HABABAH	ಹಬಬಾ
ADHEERAA	ಅಧೀರಾ
CHARLES CARROLL	ಚಾರ್ಲೆಸ್ ಕ್ಯರೋಲ್
SHAHID NAZIR	ಶಹೀದ್ ನಜೀರ್
HOLLAND CHAPEL BAPTIST	ಹಾಲಂಡ್ ಚಾಪೆಲ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
SHAYLEE	ಶೈಲೀ
LAV	ಲಾವ್
SHARBATI ANKHEN	ಶರ್ಬತಿ ಆಂಖೇ
HONORARY CITIZEN OF THE UNITED STATES	ಹಾನರರಿ ಸಿಟಿಜನ್ ಆಫ್ ದ ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್
CHITCHOR	ಚಿತ್‌ಚೋರ್
SAI BABA OF SHIRDI	ಸಾಯಿ ಬಾಬಾ ಆಫ್ ಶಿರ್ಡಿ
BADEN	ಬದೆನ್
VIRTUTI MILITARI	ವಿರ್‌ಟುಟಿ ಮಿಲಿಟಾರಿ
SAWAN KA MAHEENA	ಸಾವನ್ ಕಾ ಮಹೀನಾ
DYAN	ಡೈನಾ
ONKARJEET	ಓಂಕಾರ್‌ಜೀತ್
HERA	ಹೀರಾ
EMBOURG	ಎಂಬರ್ಗ್
ANUSOOYAA	ಅನುಸೂಯಾ
Baghi	ಬಾಗೀ
UKULELE	ಉಕುಲೆಲೆ
SAURABH	ಸೌರಭ್
RISHIYAKETU	ಋಷ್ಯಕೇತು
COOKE	ಕೂಕ್
GANPATYE	ಗಣಪತ್ಯೇ
HATYA	ಹತ್ಯಾ
VERLEE	ವೆರ್ಲೀ
JHAMELA	ಝಮೇಲಾ
MAH SEAMLESS	ಮಹ್ ಸೀಮ್ ಲೆಸ್
LONKAR	ಲೋಂಕಾರ್
LONKAR	ಲೋಣಕರ್
MUKERIA	ಮುಕೆರಿಯಾ
ORDER OF THE TOWER AND SWORD	ಆರ್ಡರ್ ಆಫ್ ದ ಟವರ್ ಆಂಡ್ ಸ್ವೋರ್ಡ್
MAJAROOH	ಮಜರೂಹ್
PANNAGESH	ಪನ್ನಗೇಶ್
AMELIA	ಅಮೇಲಿಯಾ
PYAR KA SINDOOR	ಪ್ಯಾರ್ ಕಾ ಸಿಂದೂರ್
AAJA RE O SAJNA	ಆಜ್ ರೆ ಒ ಸಜನಾ
SHREE	ಶ್ರೀ
ROD SERLING	ರಾಡ್ ಸೆರ್ಲಿಂಗ್
NEVAN	ನೆವನ್
BAVLA	ಬಾವ್ಲಾ
CHIRAYINKIL	ಚಿರಾಯಿನ್‌ಕಿಲ್
JAYANANDA WARNAWEERA	ಜಯಾನಂದ ವರ್ಣವೀರ
WILDA	ವಿಲ್ಡಾ
Daate	ದಾತೆ
DRIDHPAD	ದೃಪದ್
COAST	ಕೋಸ್ಟ್
JULIUS	ಜುಲಿಯಸ್
DHARANI	ಧರಣಿ
COLLEEN	ಕೊಲೀನ್
ISRAEL PRIZE	ಇಸ್ರೇಲ್ ಪ್ರೈಜ್
CHARLES COVENTRY	ಚಾರ್ಲ್ಸ್ ಕೋವೆಂಟ್ರಿ
KORA KAGAZ	ಕೊರಾ ಕಾಗಜ್
TROPOSPHERE	ಟ್ರೋಪೋಸ್ಫಿಯರ್
SAFED SAWAR	ಸಫೇದ್ ಸವಾರ್
AMARESHWAR SHIVA	ಅಮರೇಶ್ವರ ಶಿವ
ROBERT BRIDGES	ರಾಬರ್ಟ್ ಬ್ರಿಜಸ್
HURIA	ಹುರಿಯಾ
Piki	ಪಿಕಿ
MUSAFIR	ಮುಸಾಫಿರ್
JASHN	ಜಶ್ನ್
BANDISH	ಬಂದಿಶ್
HUM NAHIN JHUKENGE	ಹಮ್ ನಹೀ ಝುಕೇಂಗೆ
BELTHARA ROAD	ಬೆಲ್ಥಾರಾ ರೋಡ್
WALTER KOHN	ವಾಲ್ಟರ್ ಕೋನ್
GHAR	ಘರ್
DHONDI	ಧೋಂಡಿ
BHADLI	ಭದಲೀ
SPINGARN MEDAL	ಸ್ಪಿನ್‌ಗರ್ನ್ ಮೆಡಲ್
PERVEZ MIR	ಪರ್ವೆಜ್ ಮಿರ್
MISS MARY	ಮಿಸ್ ಮೇರಿ
AMOLIK	ಅಮೋಲಿಕ್
ADARSHI	ಆದರ್ಶಿ
VISHVAJAY	ವಿಶ್ವಜಯ್
LAVALEE	ಲವಲೀ
RAJ LAXMI	ರಾಜ್ ಲಕ್ಷ್ಮಿ
MALUKU AND IRIAN JAYA	ಮಲುಕು ಅಂಡ್ ಇರಿಯನ್ ಜಾಯಾ
RADHIKA	ರಾಧಿಕಾ
ARZOO	ಆರಜೂ
DEVAK	ದೇವಕ್
DULIP LIYANAGE	ದುಲಿಪ್ ಲಿಯನಗೆ
ANDHER NAGARI CHAPAT RAJA	ಅಂಧೆರ್ ನಗರೀ ಚೌಪಟ್ ರಾಜಾ
TACY	ಟ್ಯಾಸಿ
SUKHDEV	ಸುಖದೇವ್
GHUTAYF	ಗುತಾಯಫ್
BEL AIR UNITED METHODIST	ಬೆಲ್ ಅಲ್ರ್ ಯುನೈಟೆಡ್ ಮೆಥಡಿಸ್ಟ್
TADHG	ತಾದ್ಗ್
Iguacu	ಇಗುವಾಚು
KACY	ಕೇಸಿ
DEHRABAD	ದೆಹ್ರಾಬಾದ್
AADHI RAAT KE BAAD	ಆದಿ ರಾತ್ ಕೆ ಬಾದ್
FORT SAN FELIPE	ಫೋರ್ಟ್ ಸ್ಯಾನ್ ಫೆಲಿಪ್
PRAMITI	ಪ್ರಮಿತಿ
SAN SALVADOR	ಸಾನ್ ಸಾಲ್ವೆಡಾರ್
FORT WALDEGRAVE	ಫೋರ್ಟ್ ವಾಲ್ಡೆಗ್ರೆವ್
Terena	ಟೆರೇನಿ
SCOUTING	ಸ್ಕೌಟಿಂಗ್
ISHANI	ಇಶಾನಿ
MUJADDID	ಮುಜಾಡ್ಡಿಡ್
MANOCHA	ಮನೋಚಾ
RISHTAA	ರಿಶ್ತಾ
EDALENE	ಎಡಲೀನ್
SIPAAHI	ಸಿಪಾಹಿ
Bamsin	ಬಾಮ್ಸಿನ್
GHAUTH	ಗೌಥ್
ARMEN	ಆರ್ಮೆನ್
BISLE	ಬಿಸ್ಲೆ
VAIDYANATH JYOTIRLINGA	ವೈದ್ಯನಾಥ ಜ್ಯೋತಿರ್ಲಿಂಗ
BISLA	ಬಿಸ್ಲಾ
KAVLI PRIZE	ಕಾವ್ಲಿ ಪ್ರೈಸ್
KARUNAMAY	ಕರುಣಾಮಯ
LEAVITT	ಲೆವಿಟ್
Ebra	ಎಬ್ರಾ
LUCIEN	ಲ್ಯುಸಿಯೆನ್
LAILA	ಲೈಲಾ
TSAVO WEST	ಸಾವೋ ವೆಸ್ಟ್
IZZ	ಇಜ್ಜ್
SIBA	ಸಿಬಾ
IQBAL SIDDIQUI	ಇಖ್ಬಾಲ್ ಸಿದ್ದಿಕಿ
RUBY	ರೂಬಿ
Jyotibala	ಜ್ಯೋತಿಬಾಲಾ
AADHI ROTI	ಆದಿ ರೋಟಿ
JONATHAN AGNEW	ಜೋನಾಥನ್ ಆಗ್ನ್ಯೂ
DOLORES	ಡೊಲೊರಿಸ್
TRIVENI	ತ್ರಿವೇಣಿ
ABDUL GAFOOR	ಅಬ್ದುಲ್ ಗಫೂರ್
DRACO	ಡ್ರ್ಯಾಕೊ
AWAAM	ಅವಾಮ್
Biroliya	ಬಿರೋಲಿಯಾ
HUSN AUR ISHQ	ಹುಸ್ನ್ ಔರ್ ಇಶ್ಕ್
MICHEL	ಮೈಕೆಲ್
MURDER IN CIRCUS	ಮರ್ಡರ್ ಇನ್ ಸರ್ಕಸ್
NIRJHAREE	ನಿರ್ಝರಿ
SIDDHAMALLI RESERVOIR	ಸಿದ್ಧಾಮಲ್ಲಿ ರಿಜರ್ವಾಯರ್
RAFIAH	ರಫಿಯಾ
Aabish	ಆಬಿಶ್
AWAAZ	ಆವಾಜ್
SPENCER MUSEUM OF ARTS	ಸ್ಪೆನ್ಸರ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಆರ್ಟ್ಸ್
GARETH BATTY	ಗರೆತ್ ಬಾಟಿ
GANGABHRIT	ಗಂಗಾಬೃತ
AMRITLAL NAGAR	ಅಮೃತಲಾಲ್ ನಗರ್
Wolfe	ವೋಲ್ಫ್
QUEEN CLEOPATRA	ಕ್ವೀನ್ ಕ್ಲಿಯೋಪಾತ್ರಾ
NAVRATRI	ನವರಾತ್ರಿ
BANWALI	ಬನವಾಲಿ
ADOLFO	ಆಡಾಲ್ಫೋ
RANGEEN KAHANI	ರಂಗೀನ್ ಕಹಾನೀ
ANAS	ಅನಸ್
ANAS	ಅನಾಸ್
KAUSHALYA WEERARATNE	ಕೌಶಲ್ಯಾ ವೀರರತ್ನೆ
JAMES ORMOND	ಜೇಮ್ಸ್ ಒರ್ಮಾಂಡ್
KASHI	ಕಾಶಿ
Kekare	ಕೆಕಾರೆ
OMAX AUTOS	ಒಮೆಕ್ಸ್ ಆಟೋಸ್
HYDERABAD PUBLIC SCHOOL	ಹೈದರಾಬಾದ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್
