NADHIR	நாதிர்
GURUDASPUR	குருதாஸ்பூர்
COLIN CROFT	காலின் க்ராஃப்ட்
SHAMEEM	ஷமீம்
Bahraich	பஹ்ரைச்
Bahraich	பஹ்ரேச்
SAJJAD	சஜ்ஜத்
DARABAAR	தர்பார்
REGINA	ரெஜினா
MANPOWER	மேன் பவர்
SHADAB KABIR	ஷடாப் கபீர்
SWITZERLAND	சுவிட்சர்லேண்ட்
SWITZERLAND	சுவிட்ஸர்லேண்ட்
KAYDENCE	கேடென்ஸ்
Shoho	ஷோஹோ
GUJJAR	குஜ்ஜார்
CHANNERY	சான்னெரி
MOHAN	மோகன்
MOHAN	மோஹன்
GHUFRAN	குஃப்ரன்
MOHAL	மொஹல்
MOHAK	மோஹக்
YEH RISHTA NA TOOTE	யே ரிஷ்டா நா தூதெ
Shejali	ஷேஜலி
SEASON	சீதா
Lavanya	லாவன்யா
Tegetthoff	டெகெடோஃப்
DEBASHISH	டெபாஷிஷ்
OPENTV	ஓபென்டீவி
SAJEEWA DE SILVA	சஜீவா டி சில்வா
Bhanu	பானு
Kathpal	காத்பால்
GLENVEAGH	க்ளென்வேக்
KHOONI KAUN	கூனி கவுன்
KIEV	கியேவ்
MELIORA	மெலியோரா
AABIDAH	ஆபிதா
HAIM	ஹயிம்
CHAMARA SILVA	சமரா சில்வா
MAGNANIME	மாக்னானிம்
NAIM	நயீம்
Abdus	அப்துஸ்
AABIRAH	ஆபிரா
MERE BHAIYA	மேரெ பையா
REDPATH MUSEUM	ரெட்பாத் மியூஸியம்
WORLD SERIES	வோர்ல்ட் சீரிஸ்
SANJANA	சஞ்சனா
NIKET	நிகேத்
DABUR	டாபுர்
NAYA KANOON	நயா கானூன்
JHOOTHA SACH	ஜூதா சச்
RUCHI	ருச்சி
MERE MEHBOOB	மேரெ மெஹ்பூப்
DADASAHEB PHALKE	தாதாசாஹெப் பால்கே
SINHARAJA FOREST RESERVE	சின்னராஜா ஃபாரஸ்ட் ரிசர்வ்
CHAKAR	சாகார்
JEANINE	ஜீனைன்
DEVASHEESH	தேவஷீஷ்
VIN	வின்
CHUCHURA	சுச்சுரா
HUJAYMAH	ஹுஜய்மா
HAILAKANDI	ஹைலகன்டி
MARK HASLAM	மார்க் ஹஸ்லம்
THE TRIBUNE	த டிரைபூன்
AURAT KI ZINDAGI	ஔரத் கி ஜின்தகி
SPIEL DES JAHRES	ஸ்பீல் டெச் ஜாரெஸ்
JOHANNESBURG	ஜோவன்னஸ்பர்க்
CHHUPA CHHUPEE	சுபா சுபீ
Gerik	ஜெரிக்
EURO TECH HOLDINGS COMPANY LIMITED	யூரோ டெக் ஹோல்டிங்க்ஸ் கம்பனி லிமிடெட்
Chimanimani	சிமனிமனி
DANCE DANCE	டேன்ஸ் டேன்ஸ்
BIKANER JUNCTION	பிக்கானெர் ஜங்ஷன்
GALVIN	கால்வின்
WILL	வில்
ICHHA	இச்சா
Glenn	கிலென்
NAJMEDDIN	நாஜ்மெத்தீன்
PRINCESS SARAH FERGUSON	ப்ரின்சஸ் சாரா ஃபெர்குசன்
ELTEK	எல்டெக்
Wernecke	வெர்னெக்
DIL KA SATHI DIL	தில் கா சதி தில்
GEORGE BERNARD SHAW	ஜார்ஜ் பெர்னாட் ஷா
ALLEGHENY	அல்லேகேனி
NAGINA	நகீனா
STEPHAN	ஸ்டிஃபன்
DHARAMDEEP	தரம்தீப்
ORISKANY	ஓரிஸ்கானி
CHAR DIN	சார் தின்
GIRAJ	கிரஜ்
OMARI BANKS	ஒமாரி பேங்க்ஸ்
GIRAN	கிரன்
RAAJAKUNVAR	ராஜகன்வர்
AMALTAS	அமல்தாஸ்
STROM	ஸ்டிரோம்
KABRASTAN	கப்ரஸ்தான்
DEHLO	டெஜ்லோ
HAFIZAH	ஹஃபிஸா
ADEEL	அதீல்
VIDARBH	விதர்ப்
P'YONGYANG	பியோங்கியாங்
SHATARUPA	ஷதருபா
DAYLE HADLEE	டேல் ஹாட்லீ
BASTAR	பஸ்தர்
Roberta	ராபர்டா
BHARAT ELEC	பாரத் எலக்ட்ரிகல்ஸ்
PINGALA	பிங்காலா
Wilson	வில்சன்
JALAUN	ஜலவுன்
NAKSHATRA	நக்ஷத்ரா
NAINITAL	நைனிட்டால்
SHAAN_TI	ஷாந்தி
PADMAPATI	பத்மபதி
GRINDWELL NORTO	க்ரைண்ட்வெல் நார்டோ
MAHAVEER SCHOOL	மஹாவீர் ஸ்கூல்
RAICHUR	ரைசூர்
PHAANSI	பான்ஸி
SEBILLE	செபில்லி
VIJAY DAHIYA	விஜய் தாஹியா
YOGAANAND	யோகானந்த்
RODEO	ரோடியோ
AMARA	அமரா
LUGE	ல்யூக்
KESSEL	கெஸ்ஸெல்
ANSEL	ஆன்செல்
ZAHEER ABBAS	ஜாஹீர் அப்பாஸ்
SATINDRA	சதிந்திரா
SHARLENE	ஷெர்லீன்
FORT DARNET	ஃப்போர்ட் டார்னெட்
GERALD PECKOVER	ஜெரால்ட் பெக்கோவர்
KAUSTAV	கெளஸ்தவ்
SANTOSH	சந்தோஷ்
SANTOSH	சன்தோஷ்
PURI	பூரி
WAQT KI DEEWAR	வக்த் கி தீவார்
AASMAN	ஆஸ்மன்
AASMAN	ஆஸ்மான்
TULSIDAS	துள்சிதாஸ்
WILHEM BUSCH MUSEUM	வில்ஹென் புஷ் மியூஸியம்
CHHOTI SI MULAQAT	சோட்டி சி முலாகத்
ALAIA	அலைய
NAPIER UNIVERSITY	நேப்பியர் யூனிவர்சிட்டி
FORT RONDUIT	ஃப்போர்ட் ரான்டுயிட்
YELLOW SEA	யெல்லோ சீ
HUM SE NA JEETA KOI	ஹம் சே நா ஜீதா கோய்
ALAIR	அலைர்
BHATKHEDE	பாத்கேதே
VAAHID	வாஹித்
BARRANCAS	பாரான்காஸ்
SHAUN	ஷௌன்
SABA	சபா
BANGALORE CITY JUNCTION	பெங்களூர் சிட்டி ஜங்ஷன்
JAISAL	ஜேய்சல்
AMMARAH	அம்மாரா
Pratima	ப்ரதிமா
Pratima	பிராதிமா
SHOBHANA	சோபனா
YAHYA	யாஹ்ய
AXCAN PHARMA	ஆக்ஸன் பார்மா
AHANKAAR	அஹங்கார்
JNYANESHWAR	ஞானேஸ்வர்
JAI MAHALAXMI	ஜெய் மகாலக்ஷ்மி
NESHOBA	நெஷோபா
MANCHESTER METROPOLITAN UNIVERSITY	மேன்செஸ்டர் மெட்ரோபாலிட்டன் யூனிவர்சிட்டி
CENTURION BANK	சென்சுரியன் பேங்க்
MATONDKAR	மதோன்கர்
BAL YOGI	பால் யோகி
LA GLOIRE	லா கிலோய்ரெ
CARRIEANN	கேரியன்
RED SIGNAL	ரெட் சிக்னல்
Eblis	எப்லிஸ்
KANGAN	கன்கன்
GAURIK	கெளரிக்
MOTHER THERESA	மதர் தெரசா
AAKAR	ஆகார்
KATILON KA KATIL	கதிலோன் கா கதில்
NITYASUNDAR	நித்யசுந்தர்
Kaaleecharan	காலீசாரன்
SHARIKA	ஷரிகா
BURMAH ROAD	பர்மா ரோட்
DALIGANJ	தாலிகஞ்ச்
Rahgeer	ராஹ்கீர்
KAMALKALI	காமால்காலி
KRATZ	கிராட்ஸ்
RICKY PONTING	ரிக்கி பாண்டிங்
BRISCOE	பிரிஸ்கோ
YAAGYIK	யாக்யிக்
ZAHED GILANI	ஸாஹெத் கிலானி
NAVARRO	நாவாரோ
AANDHI AUR TOOFAN	ஆந்தி அவுர் தூஃபன்
GAANU	கானு
FREESTYLE	ஃப்ரீஸ்டைல்
MATTHEW HOGGARD	மாத்யூ ஹோக்கார்ட்
FARZ AUR KANOON	ஃபர்ஸ் ஔர் கனூன்
MANASAA	மனாஸா
MINHAJUL ABEDIN	மின்ஹாஜுல் அபேதின்
SAMANT	சமன்த்
HUZAYL	ஹுஸைல்
Urwah	ஊர்வா
CHAINWA	சயின்வா
THATTHA	தத்தா
SHAHRIAR NAFEES	ஷாஹ்ரியர் நஃப்பீஸ்
FORT DE RUSSY	ஃப்போர்ட் டி ருஸ்ஸி
PADOSAN	படோசன்
PHOOL BANE ANGAREY	ஃப்பூள் பனே அங்காரே
RASHID	ரஷித்
KAILAASH	கைலாஷ்
PRASHANT VAIDYA	பிரஷாந்த் வைத்யா
Shart	ஷார்த்
SHIV BHAKTA	ஷிவ் பக்தா
SERENA	செரினா
MERA MUNNA	மேரா முன்னா
ATHENA	ஏதேனா
ARUNACHALESHWAR	அருணாசலேஸ்வர்
MUSLIH	முஸ்லிஹ்
ABDUL MUHAYMEEN	அப்துல் முஹாய்மீன்
RAASHID	ராஷித்
MAMTA KI CHHAON MEIN	மம்தா கி சாவுன் மேன்
KEN RUTHERFORD	கென் ருதர்ஃப்போர்ட்
Arvin	அர்வின்
HILLARD	ஹில்லார்ட்
PARAI	பராய்
BAINCHI	பாயிஞ்சி
GHANEKAR	கனேகர்
WOODY ALLEN	உட்டி ஆலன்
VAAGEESHVAR	வாகீஷ்வர்
MAGDALEN	மேக்டாலென்
SALIM	சலிம்
PAINLEVE	பெயின்லேவ்
CHAMAN	சாமான்
COUNTRYWIDE FINANCIAL	கன்ட்ரிவைட் ஃபினான்ஷியல்
NAFISAH	நஃபீஸா
TSIOLKOVSKY	ட்ஸியோல்கோவ்ஸ்கி
HANSTE KHELTE	ஹன்ஸ்டே கேல்டே
Dang	டாங்
BUDGAM	பாத்காம்
FIPPLE	ஃபிப்பில்
MERI ASHA	மேரி ஆஷா
GANDAK	கன்டக்
GIOVANNA	ஜியோவினா
GAUTAM GAMBHIR	கெளதம் கம்பிர்
KEITH	கேய்த்
BHAVANI NAGAR	பவானி நகர்
NICOLA	நிகோலா
BARPALI	பர்பாலி
RODNEY	ரோட்னி
RINELLA BATTERY	ரினெல்லா பேட்டரி
JOHNAVON	ஜானேவன்
SATI SULOCHANA	சதி சுலோச்சனா
GUDDI	குத்தி
KUPWADA	குப்வாதா
MAHASWETA	மஹாஸ்வேதா
JUMANAH	ஜுமனா
FAUSTINE	ஃபாஸ்டின்
EITHNE	ஐத்ன்
ARUNDHATINAATH	அருந்தாதினாத்
Laccadive	லக்கேடிவ்
JOVITA	ஜோவிதா
BRIAN LARA	ப்ரயன் லாரா
JUNGLE LOVE	ஜங்கிள் லவ்
CHRIS MARTIN	கிரிஸ் மார்ட்டின்
SHIV NANDAN	ஷிவ் நந்தன்
GENERAL INSURANCE CORPORATION	ஜெனரல் இன்சூரன்ஸ் கார்ப்பரேஷன்
EVELYN	ஈவ்லின்
VIMALAA	விமலா
FORBESGANJ	ஃபோர்பெஸ்கஞ்ச்
RAVINDR	ரவிந்தர்
SEVILLA	செவில்லா
KYUSHU	கியூஷு
SNEHLATA	ஸ்னேஹ்லதா
SHUCHITA	ஷுச்சிதா
THANE	தானே
MATA	மாதா
DAFIYAH	டாஃபியா
PHOOLON KE HAAR	ஃப்பூளோன் கே ஹார்
SONAL	சோனல்
GERAINT JONES	ஜெரைண்ட் ஜோன்ஸ்
MATWALA	மாத்வாலா
DONALD	டொனால்ட்
ANANDAMAYEE	ஆனந்தமாயீ
GUL SANOBAR	குல் சனோபர்
SAMARIUM	சாமாரியம்
JALIA	ஜாலியா
SAHELI	சஹேலி
SAHELI	சாஹேலி
GUL SANOVAR	குல் சனோவர்
HABEEBURARAHAMAAN	ஹபீபுராராஹமான்
ZAKHMI SHER	ஸாக்மி ஷெர்
YOJANA	யோஜனா
ITO YOKADO	ஐடோ யோகாடா
STRAWBERRY FIELDS WORLD SCHOOL	ஸ்டிராபெர்ரி ஃப்பீல்ட்ஸ் வோர்ல்ட் ஸ்கூல்
DEVARIA	தேவாரியா
TARAK	தாரக்
MERIDIAN SCHOOL	மெரிடியன் ஸ்கூல்
GOHAR	கோஹர்
BODWAD	போட்வாட்
SHARLA	ஷர்லா
USHASHI	உஷாஷி
POLICE DETECTIVE	போலிஸ் டிடெக்டிவ்
Iraada	இராடா
CORLISS	கோலிஸ்
SUBHASHINI	சுபாஷினி
DEEN AUR IMAN	தீன் ஔர் இமான்
ALBAN	அல்பன்
DAPPAR	தப்பார்
MARK	மார்க்
BAJRANG	பஜ்ரங்
KAPANI	கபானி
Rishika	ரிஷிகா
MUHSIN	முஹ்ஸின்
BADRIPRASAAD	பத்ரிபிரசாத்
CHHATRE	சாத்ரே
SHAMOODAH	ஷமூதா
GLAIN	கிலெய்ன்
VATS	வத்ஸ்
CARVER	கார்வெர்
CASTLE ROCK	கேஸ்டில் ராக்
SODI	சோதி
ASAVARI	அசாவாரி
APARAAJIT	அபராஜித்
GIRIRAAJ	கிரிராஜ்
SABARWAL	சபர்வால்
AMANDA	அமாண்டா
AMANDA	அமான்டா
JIMUTA	ஜிமுதா
HANIAH	ஹனையா
FIROZA	ஃபிரோஸா
AKIF	அகிஃப்
PRAVESH	பிரவேஷ்
THYRA	தைரா
MALIK	மலிக்
MALIK	மாலிக்
CARGILL	கார்கில்
AON CENTRE	ஏவோன் சென்டர்
SANGLI	சான்கிலி
HUM SHAKAL	ஹம் ஷகல்
POLISH-TURKISH WAR	போலிஷ்-டர்க்கிஷ் வார்
BOLLINGER	பொலிங்கர்
RAMCO SYSTEM	ராம்கோ சிஸ்டம்
RAGI	ராகி
STUDIO MUSEUM IN HARLEN	ஸ்டூடியோ மியூஸியம் இன் ஹார்லென்
ANURA TENNEKOON	அனுரா டென்னிகூன்
Kaila	கைலா
NAVJOT SINGH SIDHU	நவ்ஜோத் சிங் சித்து
ALLAUDIN KA CHIRAG	அலாவுதின் கா சிராக்
BAHAUDIN	பஹாவுதின்
BHRASHTACHAR	பிரஷ்டசார்
MAHEEN	மஹேன்
JHARNA	ஜார்னா
BHAGAM BHAG	பகம் பாக்
RE DI PORTOGALLO	ரே டி போர்டோகாலோ
BHANGU	பாங்கு
OXFORD BROOKES UNIVERSITY	ஆக்ஸஃபோர்ட் ப்ரூக்ஸ் யூனிவர்சிட்டி
Schwaben	ஷ்வாபென்
ANURADHAA	அனுராதா
RON	ரான்
SON	சன்
DISABLED SAILING	டிசேபில்ட் செய்லிங்
UNITED STATES	யுனைட்டெட் ஸ்டேட்ஸ்
UNITED STATES	யூனைடெட் ஸ்டேட்ஸ்
WON	வன்
XENIA	ஜேனியா
SAVOIE	சாவோயி
DALTON	டால்டன்
RATNAKAR	ரத்னகர்
RATNAKAR	ரத்னாகர்
VAACHAA	வாச்சா
CHANDU	சாந்து
HANSTE REHNA	ஹன்ஸ்டே ரெஹ்னா
ALEXIA	அலெக்ஸியா
HOWARD HUGHES	ஹோவர்ட் ஹக்ஸ்
KABHI AJNABI THE	கபி அஜ்னபி தே
HASHID	ஹஷித்
AJOOBA	அஜூபா
KATHPUTLI	கத்புத்லி
BINDIYA	பிந்தியா
AAJINKY	ஆஜிங்கி
KOKRAJHAR	கொக்ராஜ்ஹர்
NEIL JOHNSON	நீல் ஜான்சன்
MONTOUR	மான்டூர்
JANET RINO	ஜானட் ரினோ
GUILDER	கில்டர்
RICHARDSON	ரிச்சர்ட்சன்
RICHARDSON	ரிச்சார்ட்சன்
LALIT	லலித்
ARTHUR HALEY	ஆர்தர் ஹேலி
GYTERNE	கைட்டர்னே
AMERICIUM	அமெரிஷியம்
SUPREME PETRO	சுப்ரீம் பெட்ரோ
SPINGARN MEDAL	ஸ்பின்கார்ன் மெடல்
APPU RAJA	அப்பு ராஜா
THAMINAH	தமீனா
REEVES	ரீவ்ஸ்
AMOOLYA	அமூல்யா
JEETAN PATEL	ஜீட்டன் பட்டேல்
SHUBHANGI	ஷுபாங்கி
SANTWANA	சந்த்வனா
SANTWANA	சந்த்வானா
Jivin	ஜிவின்
ORDER OF SAINT ANDREW	ஆர்டர் ஆஃப் செயிண்ட் ஆண்ட்ரூ
GORIYAN	கோரியான்
I^DIYAA	இந்தியா
Kalirai	கலிரை
BRANDEIS AWARD	ப்ராண்டீஸ் அவார்ட்
DAVE RICHARDSON	டேவ் ரிச்சர்ட்சன்
BANSIPUR	பன்ஸிபூர்
KOLHAPUR	கொல்ஹாபூர்
GULBARGA	குல்பர்கா
SMRITI	ஸ்மிரிதி
SAFFRON	சாஃபரான்
KANSAS	கன்ஸாஸ்
DOUGAL	டாகல்
CHRIS COWDREY	கிரிஸ் கவ்டிரே
DUARD	டௌர்த்
GIRAFTAAR	ஜிராஃப்தார்
NATIONAWIDE	நேஷனாவைட்
Yaaminee	யாமினீ
FORT NECESSITY	ஃப்போர்ட் நெஸஸ்ஸிட்டி
WASHINGTON MUTUAL	வாஷிங்டன் ம்யூச்சுவல்
Kathryn	கேத்ரீன்
TIPLE	டிபில்
KWACHA	க்வாச்சா
ERIE ART MUSEUM	எரி ஆர்ட் மியூஸியம்
LINDY HOP	லின்டி ஹாப்
OMAPRAKAASH	ஓமாபிரகாஷ்
SHRIRANJAN	ஸ்ரீரஞ்சன்
GUNTUR	கூன்டூர்
ANANDINEE	ஆனந்தினீ
GLENMARK PHARMACEUTICALS	க்ளென்மார்க் பார்மாசிட்டிக்கல்ஸ்
URMILA	ஊர்மிளா
UNIVERSITY OF CALIFORNIA	யூனிவர்சிட்டி ஆஃப் கலிஃபோர்னியா
